Vyhodnocováno skriptem: FortyThree.py 
 
Vstupní parametry: 
Faktor šírky píku = 1 
Pocet iterací pri vyhlazování pozadí = 8  
Byl použit 4. typ vyhlazování pozadí. 
Spektrum nebylo vyhlazováno. 
 
# energy calib 1: 0.5939637
# energy calib 2: 0
# live time (s): 2465.52
 
Energie (keV)                Plocha (-)                Reakce                   Intenzita(%)                 Isotop                    Polocas (s)
  2249.725969                  5.765044                   -                           -                         -                           -  
  2253.289751                  3.810570                   -                           -                         -                           -  
  2256.259569                  5.690762                   -                           -                         -                           -  
  2258.041460                  3.444518                   -                           -                         -                           -  
  2259.229388                  3.703728                   -                           -                         -                           -  
  2261.011279                 10.312187                   -                           -                         -                           -  
  2265.169024                  6.295715                   -                           -                         -                           -  
  2269.920734                  4.812465                   -                           -                         -                           -  
  2274.078480                  0.963421                   -                           -                         -                           -  
  2277.048298                  1.853855                   -                           -                         -                           -  
  2279.424153                  2.292232                   -                           -                         -                           -  
  2281.206044                  8.652966                   -                           -                         -                           -  
  2282.393971                 -0.671233                   -                           -                         -                           -  
  2285.363790                  2.378995                   -                           -                         -                           -  
  2287.145681                  6.737443                   -                           -                         -                           -  
  2290.115499                  1.301370                   -                           -                         -                           -  
  2291.303426                  2.818874                   -                           -                         -                           -  
  2293.679281                  1.939625                   -                           -                         -                           -  
  2295.461172                  4.974125                   -                           -                         -                           -  
  2297.837027                  3.991375                  n,4n                       0.0340                     194Au                  136872.0 
  2299.618918                  3.830458                   -                           -                         -                           -  
  2301.994773                  0.517773                   -                           -                         -                           -  
  2304.370627                  3.888569                   -                           -                         -                           -  
  2306.152518                  4.168641                   -                           -                         -                           -  
  2309.122337                  3.357989                   -                           -                         -                           -  
  2310.310264                  2.833553                   -                           -                         -                           -  
  2312.686119                  3.944518                  n,4n                       0.1860                     194Au                  136872.0 
  2314.468010                  7.976222                   -                           -                         -                           -  
  2316.249901                  3.990313                   -                           -                         -                           -  
  2320.407647                  1.997358                   -                           -                         -                           -  
  2322.783502                  2.999119                   -                           -                         -                           -  
  2324.565393                  7.999511                   -                           -                         -                           -  
  2328.723138                  2.999902                   -                           -                         -                           -  
  2331.692957                  3.777738                   -                           -                         -                           -  
  2334.068812                  3.518510                   -                           -                         -                           -  
  2335.256739                  0.061726                   -                           -                         -                           -  
  2337.038630                  1.794237                   -                           -                         -                           -  
  2341.196376                 10.633744                   -                           -                         -                           -  
  2344.166194                  3.409694                   -                           -                         -                           -  
  2347.729976                  4.743027                   -                           -                         -                           -  
  2353.075649                 15.568003                   -                           -                         -                           -  
  2357.233395                  3.764585                   -                           -                         -                           -  
  2361.391141                  5.699306                   -                           -                         -                           -  
  2364.954923                  4.538111                   -                           -                         -                           -  
  2367.330778                  4.790846                   -                           -                         -                           -  
  2369.112669                  3.708060                   -                           -                         -                           -  
  2373.270415                  5.127975                   -                           -                         -                           -  
  2375.052306                  3.487103                   -                           -                         -                           -  
  2377.428160                  3.162368                   -                           -                         -                           -  
  2380.397979                  4.074585                   -                           -                         -                           -  
  2383.961761                  3.092115                   -                           -                         -                           -  
  2386.931579                  0.600880                   -                           -                         -                           -  
  2388.119507                  3.968325                   -                           -                         -                           -  
  2392.871216                  0.659357                   -                           -                         -                           -  
  2394.653107                  5.330355                   -                           -                         -                           -  
  2397.028962                  4.110479                  n,4n                       0.0042                     194Au                  136872.0 
  2399.404817                  4.333063                   -                           -                         -                           -  
  2402.374635                  3.777688                   -                           -                         -                           -  
  2405.344453                  2.909428                   -                           -                         -                           -  
  2408.908236                  4.964320                   -                           -                         -                           -  
  2411.284090                  4.989936                   -                           -                         -                           -  
  2413.065981                  5.774423                  n,4n                       0.0170                     194Au                  136872.0 
  2416.035800                  4.961641                   -                           -                         -                           -  
  2420.787509                  1.888584                   -                           -                         -                           -  
  2421.975437                  5.168645                   -                           -                         -                           -  
  2423.757328                  2.215322                   -                           -                         -                           -  
  2427.915073                  2.309995                   -                           -                         -                           -  
  2432.072819                  7.457850                   -                           -                         -                           -  
  2436.230565                  1.154345                   -                           -                         -                           -  
  2437.418492                  1.899481                   -                           -                         -                           -  
  2439.794347                  0.498631                   -                           -                         -                           -  
  2443.358129                  2.292934                   -                           -                         -                           -  
  2444.546057                  0.428376                   -                           -                         -                           -  
  2448.703802                  2.328844                   -                           -                         -                           -  
  2449.891730                  4.392987                   -                           -                         -                           -  
  2452.267584                  2.954137                   -                           -                         -                           -  
  2454.643439                  0.339962                   -                           -                         -                           -  
  2455.831366                  2.209821                   -                           -                         -                           -  
  2459.395149                  1.408144                   -                           -                         -                           -  
  2460.583076                  0.802715                   -                           -                         -                           -  
  2463.552894                  2.896660                   -                           -                         -                           -  
  2465.928749                  1.978079                   -                           -                         -                           -  
  2468.304604                  2.990605                   -                           -                         -                           -  
  2470.680459                  3.996173                   -                           -                         -                           -  
  2473.650277                  2.998956                   -                           -                         -                           -  
  2474.838204                  2.999729                   -                           -                         -                           -  
  2476.620095                  0.999910                   -                           -                         -                           -  
  2478.401986                  3.999953                   -                           -                         -                           -  
  2481.965769                  1.999990                   -                           -                         -                           -  
  2484.341623                  7.999993                   -                           -                         -                           -  
  2487.311442                  1.999999                   -                           -                         -                           -  
  2490.281260                  3.000000                   -                           -                         -                           -  
  2492.063151                  2.000000                   -                           -                         -                           -  
  2493.845042                  1.000000                   -                           -                         -                           -  
  2497.408824                  2.000000                   -                           -                         -                           -  
  2502.160534                  2.000000                   -                           -                         -                           -  
  2503.348461                  1.000000                   -                           -                         -                           -  
  2509.288098                  3.000000                   -                           -                         -                           -  
  2517.009626                  2.000000                   -                           -                         -                           -  
  2519.979444                  1.000000                   -                           -                         -                           -  
  2522.355299                  2.000000                   -                           -                         -                           -  
  2524.731154                  1.000000                   -                           -                         -                           -  
  2530.670790                  3.000000                   -                           -                         -                           -  
  2531.858718                  1.000000                   -                           -                         -                           -  
  2536.610427                  4.000000                   -                           -                         -                           -  
  2538.986282                  1.000000                   -                           -                         -                           -  
  2541.956100                  2.000000                   -                           -                         -                           -  
  2543.737992                  1.000000                   -                           -                         -                           -  
  2545.519883                  2.000000                   -                           -                         -                           -  
  2550.865556                  1.000000                   -                           -                         -                           -  
  2555.023301                  2.000000                   -                           -                         -                           -  
  2557.399156                  2.000000                   -                           -                         -                           -  
  2561.556902                  1.000000                   -                           -                         -                           -  
  2568.090503                  2.000000                   -                           -                         -                           -  
  2572.842212                  2.000000                   -                           -                         -                           -  
  2574.624103                  1.000000                   -                           -                         -                           -  
  2578.781849                  1.000000                   -                           -                         -                           -  
  2583.533558                  3.000000                   -                           -                         -                           -  
  2586.503377                  1.000000                   -                           -                         -                           -  
  2591.255086                  2.000000                   -                           -                         -                           -  
  2596.006796                  1.000000                   -                           -                         -                           -  
  2604.916251                 -1.222222                   -                           -                         -                           -  
  2609.073997                -13.037037                   -                           -                         -                           -  
  2612.043815                -20.209877                   -                           -                         -                           -  
  2613.825706                 13.374486                   -                           -                         -                           -  
  2615.607597                154.862826                   -                           -                         -                           -  
  2617.983452                -38.577503                   -                           -                         -                           -  
  2622.141198                -26.406798                   -                           -                         -                           -  
  2627.486871                 -4.289031                   -                           -                         -                           -  
  2631.644617                  0.557537                   -                           -                         -                           -  
  2632.832544                 -7.601354                   -                           -                         -                           -  
  2680.349639                  0.091783                   -                           -                         -                           -  
  2695.198731                  1.958448                   -                           -                         -                           -  
  2698.168549                  1.863471                   -                           -                         -                           -  
  2717.175387                  1.994064                   -                           -                         -                           -  
  2719.551242                  0.998021                   -                           -                         -                           -  
  2721.927096                  0.999194                   -                           -                         -                           -  
  2724.896915                  0.999829                   -                           -                         -                           -  
  2726.678806                  0.999438                   -                           -                         -                           -  
  2746.873571                  0.999921                   -                           -                         -                           -  
  2755.189063                  0.999988                   -                           -                         -                           -  
  2758.752845                  0.999993                   -                           -                         -                           -  
  2765.286445                  0.999995                   -                           -                         -                           -  
  2778.947610                  0.999999                   -                           -                         -                           -  
  2785.481210                  1.000000                   -                           -                         -                           -  
  2796.172557                  1.000000                   -                           -                         -                           -  
  2809.833721                  1.000000                   -                           -                         -                           -  
  2826.464704                  1.000000                   -                           -                         -                           -  
  2836.562087                  1.000000                   -                           -                         -                           -  
  2854.974961                  1.000000                   -                           -                         -                           -  
  2857.944780                  1.000000                   -                           -                         -                           -  
  2904.867911                  1.000000                   -                           -                         -                           -  
  2908.431693                  1.000000                   -                           -                         -                           -  
  2911.401511                 -0.222222                   -                           -                         -                           -  
  2925.062676                 -0.407407                   -                           -                         -                           -  
  2930.408349                 40.604938                   -                           -                         -                           -  
  2932.784204                  2.907407                   -                           -                         -                           -  
  2935.754022                  1.072702                   -                           -                         -                           -  
  2939.317804                  1.786008                   -                           -                         -                           -  
  2941.099695                  0.865264                   -                           -                         -                           -  
  2945.851405                  0.891683                   -                           -                         -                           -  
  2957.730678                  0.972701                   -                           -                         -                           -  
  2966.640134                  0.971526                   -                           -                         -                           -  
  2995.150390                  0.995793                   -                           -                         -                           -  
  3007.623628                  0.998924                   -                           -                         -                           -  
  3017.127047                  0.999576                   -                           -                         -                           -  
  3028.412357                  0.999938                   -                           -                         -                           -  
  3033.164066                  0.999946                   -                           -                         -                           -  
  3046.231267                  0.999988                   -                           -                         -                           -  
  3055.140722                  0.999997                   -                           -                         -                           -  
  3061.080359                  0.999997                   -                           -                         -                           -  
  3078.899270                  1.000000                   -                           -                         -                           -  
  3088.402689                  1.000000                   -                           -                         -                           -  
  3096.124216                  1.000000                   -                           -                         -                           -  
  3133.543928                  1.000000                   -                           -                         -                           -  
  3137.701674                  1.000000                   -                           -                         -                           -  
  3147.205093                  2.000000                   -                           -                         -                           -  
  3151.956803                  2.000000                   -                           -                         -                           -  
  3154.332657                  1.000000                   -                           -                         -                           -  
  3157.302476                  1.000000                   -                           -                         -                           -  
  3160.272294                  1.000000                   -                           -                         -                           -  
  3176.903277                  1.000000                   -                           -                         -                           -  
  3180.467059                  1.000000                   -                           -                         -                           -  
  3218.480735                  1.000000                   -                           -                         -                           -  
  3228.578118                  1.000000                   -                           -                         -                           -  
  3270.155575                  1.000000                   -                           -                         -                           -  
  3282.034849                  1.000000                   -                           -                         -                           -  
  3289.162413                  1.000000                   -                           -                         -                           -  
  3292.726195                  1.000000                   -                           -                         -                           -  
  3304.011505                  1.000000                   -                           -                         -                           -  
  3316.484743                  1.000000                   -                           -                         -                           -  
  3326.582125                  1.000000                   -                           -                         -                           -  
  3328.957980                  1.000000                   -                           -                         -                           -  
  3360.438055                  1.000000                   -                           -                         -                           -  
  3364.001837                  1.000000                   -                           -                         -                           -  
  3394.887949                  1.000000                   -                           -                         -                           -  
  3397.263803                  1.000000                   -                           -                         -                           -  
  3451.908462                  1.000000                   -                           -                         -                           -  
  3462.599809                  1.000000                   -                           -                         -                           -  
  3464.381700                  1.000000                   -                           -                         -                           -  
  3468.539445                  1.000000                   -                           -                         -                           -  
  3508.928976                  1.000000                   -                           -                         -                           -  
  3536.845269                  1.000000                   -                           -                         -                           -  
  3541.003015                  3.000000                   -                           -                         -                           -  
  3544.566797                  1.000000                   -                           -                         -                           -  
  3588.520109                  1.000000                   -                           -                         -                           -  
  3594.459746                  1.000000                   -                           -                         -                           -  
  3599.805419                  1.000000                   -                           -                         -                           -  
  3606.339020                  1.000000                   -                           -                         -                           -  
  3678.208625                  2.000000                   -                           -                         -                           -  
  3682.366371                  1.000000                   -                           -                         -                           -  
  3782.746234                  1.000000                   -                           -                         -                           -  
  3801.159108                  1.000000                   -                           -                         -                           -  
  3833.827110                  1.000000                   -                           -                         -                           -  
  3859.367549                  1.000000                   -                           -                         -                           -  
  3861.149440                  1.000000                   -                           -                         -                           -  
  3871.246822                  1.000000                   -                           -                         -                           -  
  3881.344205                  1.000000                   -                           -                         -                           -  
  3906.290680                  1.000000                   -                           -                         -                           -  
  3943.710392                  1.000000                   -                           -                         -                           -  
  3968.656866                  3.000000                   -                           -                         -                           -  
  3971.626685                  1.000000                   -                           -                         -                           -  
  3984.099922                  1.000000                   -                           -                         -                           -  
  3993.603341                  1.000000                   -                           -                         -                           -  
  4043.496290                  1.000000                   -                           -                         -                           -  
  4056.563491                  1.000000                   -                           -                         -                           -  
  4073.788438                  1.000000                   -                           -                         -                           -  
  4079.134111                  1.000000                   -                           -                         -                           -  
  4093.983203                  1.000000                   -                           -                         -                           -  
  4112.396077                  1.000000                   -                           -                         -                           -  
  4130.808952                  1.000000                   -                           -                         -                           -  
  4140.906334                  2.000000                   -                           -                         -                           -  
  4152.785608                  1.000000                   -                           -                         -                           -  
  4158.725245                  1.000000                   -                           -                         -                           -  
  4168.822627                  1.000000                   -                           -                         -                           -  
  4178.920010                  2.000000                   -                           -                         -                           -  
  4190.799284                  1.000000                   -                           -                         -                           -  
  4195.550993                  1.000000                   -                           -                         -                           -  
  4279.299872                  1.000000                   -                           -                         -                           -  
  4285.239509                  1.000000                   -                           -                         -                           -  
  4344.041914                  1.000000                   -                           -                         -                           -  
  4355.327224                  1.000000                   -                           -                         -                           -  
  4363.048751                  1.000000                   -                           -                         -                           -  
  4409.971882                  1.000000                   -                           -                         -                           -  
  4415.911519                  1.000000                   -                           -                         -                           -  
  4442.639885                  1.000000                   -                           -                         -                           -  
  4449.173485                  1.000000                   -                           -                         -                           -  
  4475.307887                  1.000000                   -                           -                         -                           -  
  4481.841488                  1.000000                   -                           -                         -                           -  
  4487.781125                  1.000000                   -                           -                         -                           -  
  4541.237856                  1.000000                   -                           -                         -                           -  
  4562.026585                  1.000000                   -                           -                         -                           -  
  4569.154149                  1.000000                   -                           -                         -                           -  
  4613.701426                  1.000000                   -                           -                         -                           -  
  4689.728777                  1.000000                   -                           -                         -                           -  
  4703.389942                  1.000000                   -                           -                         -                           -  
  4709.923542                  1.000000                   -                           -                         -                           -  
  4720.614888                  1.000000                   -                           -                         -                           -  
  4831.092133                  1.000000                   -                           -                         -                           -  
  4837.031770                  1.000000                   -                           -                         -                           -  
